team_offense,team_defense,largest_abs_edge
Colorado State,South Florida,0.03617594246275508
Colorado State,Southern Miss,0.04890348219889387
Colorado State,Stanford,0.01542538352449272
Colorado State,Syracuse,0.012614861018605716
Colorado State,TCU,0.01503757451255584
Colorado State,Temple,0.04169268637233345
Colorado State,Tennessee,0.04453814168734604
Colorado State,Texas,0.019424894289008045
Colorado State,Texas A&M,0.045048785714093896
Colorado State,Texas State,0.03674583903140511
Colorado State,Texas Tech,0.013167210045129087
Colorado State,Toledo,0.027686182556161495
Colorado State,Troy,0.03597350978350928
Colorado State,Tulane,0.042766083231317135
Colorado State,Tulsa,0.0401822514859895
Colorado State,UAB,0.04227069309231443
Colorado State,UCF,0.03667796593480366
Colorado State,UCLA,0.03674026680711463
Colorado State,UConn,0.02317180442948148
Colorado State,UL Monroe,0.051024065985622605
Colorado State,UNLV,0.0400971318639593
Colorado State,USC,0.041336484790008954
Colorado State,UTEP,0.012353763326274908
Colorado State,UTSA,0.04266124625595952
Colorado State,Utah,0.04115444620041936
Colorado State,Utah State,0.03500603734585717
Colorado State,Vanderbilt,0.03697056407152311
Colorado State,Virginia,0.0170187579282772
Colorado State,Virginia Tech,0.022825822050173212
Colorado State,Wake Forest,0.012543007523872371
Colorado State,Washington,0.044854741474165294
Colorado State,Washington State,0.0485056707394388
Colorado State,West Virginia,0.04698270544265309
Colorado State,Western Kentucky,0.013684659119916604
Colorado State,Western Michigan,0.021291456667574357
Colorado State,Wisconsin,0.038537088466933066
Colorado State,Wyoming,0.03634652999089989
Delaware,Air Force,0.018152428578146786
Delaware,Akron,0.021226739335905333
Delaware,Alabama,0.01566424072061591
Delaware,App State,0.013679866283490955
Delaware,Arizona,0.020636686558964095
Delaware,Arizona State,0.013018017620733503
Delaware,Arkansas,0.019112404136925165
Delaware,Arkansas State,0.021805580818088293
Delaware,Army,0.01916771201927329
Delaware,Auburn,0.02071419327328307
Delaware,BYU,0.021162154994348512
Delaware,Ball State,0.014311539108511169
Delaware,Baylor,0.017040196208252905
Delaware,Boise State,0.02299053863943571
Delaware,Boston College,0.01741551836474111
Delaware,Bowling Green,0.0166948674105403
Delaware,Buffalo,0.02082246485770963
Delaware,California,0.01953625808402777
Delaware,Central Michigan,0.015099234599814614
Delaware,Charlotte,0.021202380812108478
Delaware,Cincinnati,0.01605844328045572
Delaware,Clemson,0.019443046745771162
Delaware,Coastal Carolina,0.022325146110759746
Delaware,Colorado,0.019992944610939912
Delaware,Colorado State,0.014794870422551964
Delaware,Duke,0.013158692882950592
Delaware,East Carolina,0.024520628456344316
Delaware,Eastern Michigan,0.017161978593768154
Delaware,Florida,0.016600380899646727
Delaware,Florida Atlantic,0.01537724624175022
Delaware,Florida International,0.02174191279190564
Delaware,Florida State,0.025123701185705755
Delaware,Fresno State,0.02497694222579
Delaware,Georgia,0.01946792049673989
Delaware,Georgia Southern,0.022245198916764974
Delaware,Georgia State,0.014413369700962504
Delaware,Georgia Tech,0.017633303125348915
Delaware,Hawai'i,0.01900715937349003
Delaware,Houston,0.01856095616185171
Delaware,Illinois,0.01714109738632767
Delaware,Indiana,0.017989675807321005
Delaware,Iowa,0.01838840564663689
Delaware,Iowa State,0.01953271205579095
Delaware,Jacksonville State,0.017644773359996833
Delaware,James Madison,0.019831530407116278
Delaware,Kansas,0.021207162694225044
Delaware,Kansas State,0.01607038982751795
Delaware,Kennesaw State,0.01912158521258395
Delaware,Kent State,0.009853975093637437
Delaware,Kentucky,0.01422064007513022
Delaware,LSU,0.015032389941940286
Delaware,Liberty,0.018373858223382743
Delaware,Louisiana,0.023333170635212154
Delaware,Louisiana Tech,0.015819984159905914
Delaware,Louisville,0.01717804643122086
Delaware,Marshall,0.022266436025860117
Delaware,Maryland,0.018242231027648468
Delaware,Massachusetts,0.018125995866832192
Delaware,Memphis,0.026150950819828912
Delaware,Miami,0.015713399493183677
Delaware,Miami (OH),0.017414666285420145
Delaware,Michigan,0.018630823733771
Delaware,Michigan State,0.020531704181765836
Delaware,Middle Tennessee,0.014034915645444861
Delaware,Minnesota,0.018470118078098233
Delaware,Mississippi State,0.015595457357906394
Delaware,Missouri,0.015435264014290942
Delaware,Missouri State,0.014150967501505374
Delaware,NC State,0.01385164709749479
Delaware,Navy,0.03028010984906746
Delaware,Nebraska,0.015398816694705022
Delaware,Nevada,0.010236215654003414
Delaware,New Mexico,0.01365173536308246
Delaware,New Mexico State,0.020058472314707997
Delaware,North Carolina,0.014169976549080865
Delaware,North Dakota State,0.029093304085160608
Delaware,North Texas,0.028593044838103657
Delaware,Northern Illinois,0.023285049855237685
Delaware,Northwestern,0.017403687125585543
Delaware,Notre Dame,0.014081502401086623
Delaware,Ohio,0.02484360799888549
Delaware,Ohio State,0.016676299774179726
Delaware,Oklahoma,0.017941306389787595
Delaware,Oklahoma State,0.016126613588222767
Delaware,Old Dominion,0.020447795985025177
Delaware,Ole Miss,0.017539513237608825
Delaware,Oregon,0.018187750321306134
Delaware,Oregon State,0.02357833390559406
Delaware,Penn State,0.0164542262647059
Delaware,Pittsburgh,0.019141968723633378
Delaware,Purdue,0.018647009710630172
Delaware,Rice,0.016831562264336068
Delaware,Rutgers,0.02018046918425177
Delaware,SMU,0.020140213188775978
Delaware,Sacramento State,0.01419097912766803
Delaware,Sam Houston,0.024114932234760817
Delaware,San Diego State,0.017870288292703224
Delaware,San José State,0.01373045449916391
Delaware,South Alabama,0.01839418182055029
Delaware,South Carolina,0.02186185677601419
Delaware,South Florida,0.01615200347513181
Delaware,Southern Miss,0.02353859139684876
Delaware,Stanford,0.019582199631286216
Delaware,Syracuse,0.011908888273740502
Delaware,TCU,0.02048108577050759
Delaware,Temple,0.016772619137643104
Delaware,Tennessee,0.017943927129467664
Delaware,Texas,0.025153844970515087
Delaware,Texas A&M,0.02216893439663678
Delaware,Texas State,0.020154997382893704
Delaware,Texas Tech,0.024456551094500602
Delaware,Toledo,0.016906653591396103
Delaware,Troy,0.016519385787447893
Delaware,Tulane,0.018146239690293907
Delaware,Tulsa,0.0205014848103437
Delaware,UAB,0.015691107821854906
Delaware,UCF,0.02112412112941025
Delaware,UCLA,0.015381946751094049
Delaware,UConn,0.017454098353110063
Delaware,UL Monroe,0.019609234599208852
Delaware,UNLV,0.015459516599054337
Delaware,USC,0.021274368432257884
Delaware,UTEP,0.021487061306775943
Delaware,UTSA,0.018213931980820212
Delaware,Utah,0.019236801797714875
Delaware,Utah State,0.019063181909263947
Delaware,Vanderbilt,0.017997028756666984
Delaware,Virginia,0.015270475613795464
Delaware,Virginia Tech,0.017018777280024922
Delaware,Wake Forest,0.01944405218171754
Delaware,Washington,0.015737413642553374
Delaware,Washington State,0.018485314285596983
Delaware,West Virginia,0.022980019827147154
Delaware,Western Kentucky,0.015762964596862758
Delaware,Western Michigan,0.016588824276388383
Delaware,Wisconsin,0.014079568080616046
Delaware,Wyoming,0.020903151460351748
Duke,Air Force,0.005118729349951508
Duke,Akron,0.018693369642258883
Duke,Alabama,0.011435226561368602
Duke,App State,0.006560877733120968
Duke,Arizona,0.007368023676764215
Duke,Arizona State,0.00525413793853695
Duke,Arkansas,0.008639689854465425
Duke,Arkansas State,0.008470781266549503
Duke,Army,0.005864062460832707
Duke,Auburn,0.01687232740801141
Duke,BYU,0.005183764340614258
Duke,Ball State,0.007662241077716033
Duke,Baylor,0.006727445162495099
Duke,Boise State,0.005950340399592411
Duke,Boston College,0.007760589192220881
Duke,Bowling Green,0.007151009751877428
Duke,Buffalo,0.01584870711688474
Duke,California,0.020168562866053258
Duke,Central Michigan,0.003172920959455839
Duke,Charlotte,0.01859632647654862
Duke,Cincinnati,0.016001727983743722
Duke,Clemson,0.006989576688620622
Duke,Coastal Carolina,0.010198585613060957
Duke,Colorado,0.011709751489088052
Duke,Colorado State,0.009424901086874807
Duke,Delaware,0.01180857061119717
Duke,East Carolina,0.006561128058302058
Duke,Eastern Michigan,0.003993140511600623
Duke,Florida,0.005159024057612118
Duke,Florida Atlantic,0.016009551023775707
Duke,Florida International,0.010135563413220743
Duke,Florida State,0.006851545626435301
Duke,Fresno State,0.014642654251042947
Duke,Georgia,0.0032778537896471184
Duke,Georgia Southern,0.021612894134739487
Duke,Georgia State,0.004321151618448225
Duke,Georgia Tech,0.0024960530815721846
Duke,Hawai'i,0.004836011728581793
Duke,Houston,0.004402444351664647
Duke,Illinois,0.009612227070274657
Duke,Indiana,0.005001204634515207
Duke,Iowa,0.008889835726071835
Duke,Iowa State,0.007406151558092161
Duke,Jacksonville State,0.006418720636967576
Duke,James Madison,0.007360966702057752
Duke,Kansas,0.011013176734303517
Duke,Kansas State,0.007683143330544343
Duke,Kennesaw State,0.0035666775155536005
Duke,Kent State,0.009209313181508404
Duke,Kentucky,0.005177506458812949
Duke,LSU,0.013721005052305233
Duke,Liberty,0.0027969821932163066
Duke,Louisiana,0.009354258975451852
Duke,Louisiana Tech,0.015187679377880427
Duke,Louisville,0.008230092677037075
Duke,Marshall,0.006688088012162741
Duke,Maryland,0.007701460495202963
Duke,Massachusetts,0.014976095468329906
Duke,Memphis,0.0267832556018544
Duke,Miami,0.0033473121494053226
Duke,Miami (OH),0.007885809594035682
Duke,Michigan,0.006177353676620462
Duke,Michigan State,0.005217501450679613
Duke,Middle Tennessee,0.007799356873879789
Duke,Minnesota,0.008534877709139401
Duke,Mississippi State,0.006502501047190323
Duke,Missouri,0.006292517499382829
Duke,Missouri State,0.010917973762403057
Duke,NC State,0.008516457776883006
Duke,Navy,0.012007954289797007
Duke,Nebraska,0.010718623121200468
Duke,Nevada,0.008193566666973394
Duke,New Mexico,0.006705341056930755
Duke,New Mexico State,0.007931911817009208
Duke,North Carolina,0.00857901259926059
Duke,North Dakota State,0.01696674358746182
Duke,North Texas,0.02796074005607817
Duke,Northern Illinois,0.010831579798087144
Duke,Northwestern,0.0030200254623639036
Duke,Notre Dame,0.008043211256337033
Duke,Ohio,0.006812380393293553
Duke,Ohio State,0.0026726876012996633
Duke,Oklahoma,0.008286395986501494
Duke,Oklahoma State,0.007676227188509395
Duke,Old Dominion,0.014137568226884634
Duke,Ole Miss,0.01086047088664203
Duke,Oregon,0.01882005510333162
Duke,Oregon State,0.010990514716698745
Duke,Penn State,0.0019224137843256274
Duke,Pittsburgh,0.012071014506308833
Duke,Purdue,0.005630244008353252
Duke,Rice,0.004638727026960216
Duke,Rutgers,0.010463588898945123
Duke,SMU,0.008168208656885447
Duke,Sacramento State,0.012156793596669498
Duke,Sam Houston,0.011661462177610276
Duke,San Diego State,0.0093955120458563
Duke,San José State,0.00566849738260057
Duke,South Alabama,0.005955592588735569
Duke,South Carolina,0.0066721027252641335
Duke,South Florida,0.007234851872000405
Duke,Southern Miss,0.022906286614823274
Duke,Stanford,0.004284536615047638
Duke,Syracuse,0.006363267285529953
Duke,TCU,0.0036257407657649637
Duke,Temple,0.016140314355617618
Duke,Tennessee,0.005765550394954231
Duke,Texas,0.008013060542217168
Duke,Texas A&M,0.012691394283889565
Duke,Texas State,0.004618394600429471
Duke,Texas Tech,0.006184395535230149
Duke,Toledo,0.016274348809370617
Duke,Troy,0.004022143277000616
Duke,Tulane,0.0027704301708072437
Duke,Tulsa,0.018586066655576678
Duke,UAB,0.0026964373924929525
Duke,UCF,0.018215121128272886
Duke,UCLA,0.003939091419809362
Duke,UConn,0.011759970682690602
Duke,UL Monroe,0.01643349110549835
Duke,UNLV,0.008450354304491797
Duke,USC,0.008833508684210158
Duke,UTEP,0.0032149057475054908
Duke,UTSA,0.004989665519243698
Duke,Utah,0.004089690301784266
Duke,Utah State,0.0116475648463131
Duke,Vanderbilt,0.0105048413584208
Duke,Virginia,0.005606924181486326
Duke,Virginia Tech,0.011413988303382335
Duke,Wake Forest,0.005008675625755302
Duke,Washington,0.011770321368082318
Duke,Washington State,0.017853009503571497
Duke,West Virginia,0.00698705238214319
Duke,Western Kentucky,0.016395269378888244
Duke,Western Michigan,0.009879622920783482
Duke,Wisconsin,0.008676534322637179
Duke,Wyoming,0.0036795870209839114
East Carolina,Air Force,0.013238310164394983
East Carolina,Akron,0.015344377138876247
East Carolina,Alabama,0.02235668376125824
East Carolina,App State,0.017710872459050814
East Carolina,Arizona,0.010754052183577672
East Carolina,Arizona State,0.018372721121808266
East Carolina,Arkansas,0.012278334605616604
East Carolina,Arkansas State,0.011500347338918146
East Carolina,Army,0.01222302672326848
East Carolina,Auburn,0.013523334904628773
East Carolina,BYU,0.010228583748193257
East Carolina,Ball State,0.017079199634030602
East Carolina,Baylor,0.01582464629032791
East Carolina,Boise State,0.008400200103106058
East Carolina,Boston College,0.01397522037780066
East Carolina,Bowling Green,0.01469587133200147
East Carolina,Buffalo,0.01754728536216918
East Carolina,California,0.023517555369435894
East Carolina,Central Michigan,0.016291504142727155
East Carolina,Charlotte,0.010188357930433291
East Carolina,Cincinnati,0.019350720487126362
East Carolina,Clemson,0.01300361434386876
East Carolina,Coastal Carolina,0.013590939123141124
East Carolina,Colorado,0.011397794131601857
East Carolina,Colorado State,0.016595868319989805
East Carolina,Delaware,0.016614627909803475
East Carolina,Duke,0.01823204585959118
East Carolina,Eastern Michigan,0.014228760148773617
East Carolina,Florida,0.014790357842895042
East Carolina,Florida Atlantic,0.019358543527158344
East Carolina,Florida International,0.015028399933685278
East Carolina,Florida State,0.010170657166917165
East Carolina,Fresno State,0.011293661747660309
East Carolina,Georgia,0.011922818245801882
East Carolina,Georgia Southern,0.022114417965000674
East Carolina,Georgia State,0.016977369041579263
East Carolina,Georgia Tech,0.013757435617192856
East Carolina,Hawai'i,0.01238357936905174
East Carolina,Houston,0.012829782580690062
East Carolina,Illinois,0.014249641356214102
East Carolina,Indiana,0.013401062935220765
East Carolina,Iowa,0.01300233309590488
East Carolina,Iowa State,0.01718196936170297
East Carolina,Jacksonville State,0.013745965382544937
East Carolina,James Madison,0.011559208335425489
East Carolina,Kansas,0.0102799129583345
East Carolina,Kansas State,0.01660546996502636
East Carolina,Kennesaw State,0.012269153529957819
East Carolina,Kent State,0.02221497313790559
East Carolina,Kentucky,0.01717009866741155
East Carolina,LSU,0.026000462677890704
East Carolina,Liberty,0.013016880519159025
East Carolina,Louisiana,0.008057568107329615
East Carolina,Louisiana Tech,0.022146081527674895
East Carolina,Louisville,0.014298683652531993
East Carolina,Marshall,0.012756678987657661
East Carolina,Maryland,0.013148507714893303
East Carolina,Massachusetts,0.013264742875709579
East Carolina,Memphis,0.030132248105237035
East Carolina,Miami,0.01567733924935809
East Carolina,Miami (OH),0.013976072457121624
East Carolina,Michigan,0.015930488799338505
East Carolina,Michigan State,0.010859034560775933
East Carolina,Middle Tennessee,0.01735582309709691
East Carolina,Minnesota,0.01460346868463432
East Carolina,Mississippi State,0.015795281384635373
East Carolina,Missouri,0.015955474728250825
East Carolina,Missouri State,0.01796829506578481
East Carolina,NC State,0.017539091645046977
East Carolina,Navy,0.0069566523828952405
East Carolina,Nebraska,0.017790954902653554
East Carolina,Nevada,0.021154523088538355
East Carolina,New Mexico,0.01982392424020207
East Carolina,New Mexico State,0.013983720504869799
East Carolina,North Carolina,0.018224857312587748
East Carolina,North Dakota State,0.0195938630182971
East Carolina,North Texas,0.024611747552695535
East Carolina,Northern Illinois,0.014836310086610365
East Carolina,Northwestern,0.013987051616956224
East Carolina,Notre Dame,0.017309236341455144
East Carolina,Ohio,0.007595602141044337
East Carolina,Ohio State,0.014714438968362043
East Carolina,Oklahoma,0.013449432352754176
East Carolina,Oklahoma State,0.0204866857219729
East Carolina,Old Dominion,0.010942942757516592
East Carolina,Ole Miss,0.01642791281478577
East Carolina,Oregon,0.022169047606714256
East Carolina,Oregon State,0.007812404836947707
East Carolina,Penn State,0.01493651247783587
East Carolina,Pittsburgh,0.01224877001890839
East Carolina,Purdue,0.012743729031911597
East Carolina,Rice,0.0145591764782057
East Carolina,Rutgers,0.013812581402327759
East Carolina,SMU,0.011250525553765791
East Carolina,Sacramento State,0.01719975961487374
East Carolina,Sam Houston,0.017537991368814673
East Carolina,San Diego State,0.013520450449838546
East Carolina,San José State,0.018787080565871885
East Carolina,South Alabama,0.012996556921991477
East Carolina,South Carolina,0.00952888196652758
East Carolina,South Florida,0.015238735267409959
East Carolina,Southern Miss,0.019557294111440637
East Carolina,Stanford,0.011808539111255553
East Carolina,Syracuse,0.019481850468801267
East Carolina,TCU,0.010909652972034178
East Carolina,Temple,0.016689739228063275
East Carolina,Tennessee,0.016479691384202702
East Carolina,Texas,0.006236893772026684
East Carolina,Texas A&M,0.011300144614411532
East Carolina,Texas State,0.011235741359648065
East Carolina,Texas Tech,0.010730962064575127
East Carolina,Toledo,0.019303204851483305
East Carolina,Troy,0.014871352955093875
East Carolina,Tulane,0.013244499052247862
East Carolina,Tulsa,0.015237074152194042
East Carolina,UAB,0.015699630920686863
East Carolina,UCF,0.01486612862489025
East Carolina,UCLA,0.016122638087503832
East Carolina,UConn,0.013936640389431706
East Carolina,UL Monroe,0.019782483608880987
East Carolina,UNLV,0.015931222143487432
East Carolina,USC,0.010116370310283885
East Carolina,UTEP,0.009903677435765826
East Carolina,UTSA,0.013176806761721557
East Carolina,Utah,0.012153936944826896
East Carolina,Utah State,0.01318919228393691
East Carolina,Vanderbilt,0.014690680694481612
East Carolina,Virginia,0.016120263128746305
East Carolina,Virginia Tech,0.014371961462516847
East Carolina,Wake Forest,0.011946686560824229
East Carolina,Washington,0.015653325099988395
East Carolina,Washington State,0.014562176899332892
East Carolina,West Virginia,0.011209158728615883
East Carolina,Western Kentucky,0.01974426188227088
East Carolina,Western Michigan,0.014801914466153388
East Carolina,Wisconsin,0.017311170661925723
East Carolina,Wyoming,0.010487587282190021
Eastern Michigan,Air Force,0.022512791190340855
Eastern Michigan,Akron,0.019438480432582308
Eastern Michigan,Alabama,0.03163116478720411
Eastern Michigan,App State,0.026985353484996685
Eastern Michigan,Arizona,0.020028533209523545
Eastern Michigan,Arizona State,0.027647202147754138
Eastern Michigan,Arkansas,0.021552815631562475
Eastern Michigan,Arkansas State,0.018859638950399348
Eastern Michigan,Army,0.02149750774921435
Eastern Michigan,Auburn,0.019951026495204572
Eastern Michigan,BYU,0.01950306477413913
Eastern Michigan,Ball State,0.026353680659976474
Eastern Michigan,Baylor,0.02509912731627378
Eastern Michigan,Boise State,0.01767468112905193
Eastern Michigan,Boston College,0.02324970140374653
Eastern Michigan,Bowling Green,0.023970352357947342
Eastern Michigan,Buffalo,0.02682176638811505
Eastern Michigan,California,0.02988277831427746
Eastern Michigan,Central Michigan,0.025565985168673026
Eastern Michigan,Charlotte,0.019462838956379163
Eastern Michigan,Cincinnati,0.02460677648803192
Eastern Michigan,Clemson,0.02227809536981463
Eastern Michigan,Coastal Carolina,0.02314633982765489
Eastern Michigan,Colorado,0.02067227515754773
Eastern Michigan,Colorado State,0.025870349345935677
Eastern Michigan,Delaware,0.025889108935749347
Eastern Michigan,Duke,0.02750652688553705
Eastern Michigan,East Carolina,0.016144591312143325
Eastern Michigan,Florida,0.024064838868840914
Eastern Michigan,Florida Atlantic,0.026698751805650067
Eastern Michigan,Florida International,0.024302880959631148
Eastern Michigan,Florida State,0.015541518582781886
Eastern Michigan,Fresno State,0.01568827754269764
Eastern Michigan,Georgia,0.021197299271747752
Eastern Michigan,Georgia Southern,0.031388898990946545
Eastern Michigan,Georgia State,0.026251850067525135
Eastern Michigan,Georgia Tech,0.023031916643138726
Eastern Michigan,Hawai'i,0.02165806039499761
Eastern Michigan,Houston,0.02210426360663593
Eastern Michigan,Illinois,0.023524122382159972
Eastern Michigan,Indiana,0.022675543961166635
Eastern Michigan,Iowa,0.02227681412185075
Eastern Michigan,Iowa State,0.026456450387648843
Eastern Michigan,Jacksonville State,0.023020446408490807
Eastern Michigan,James Madison,0.020833689361371362
Eastern Michigan,Kansas,0.020058067652438165
Eastern Michigan,Kansas State,0.02587995099097223
Eastern Michigan,Kennesaw State,0.02154363455590369
Eastern Michigan,Kent State,0.03148945416385146
Eastern Michigan,Kentucky,0.026444579693357423
Eastern Michigan,LSU,0.035274943703836575
Eastern Michigan,Liberty,0.022291361545104898
Eastern Michigan,Louisiana,0.017332049133275487
Eastern Michigan,Louisiana Tech,0.031420562553620766
Eastern Michigan,Louisville,0.02348717333726678
Eastern Michigan,Marshall,0.018398783742627524
Eastern Michigan,Maryland,0.022422988740839173
Eastern Michigan,Massachusetts,0.02253922390165545
Eastern Michigan,Memphis,0.030696221514815318
Eastern Michigan,Miami,0.024951820275303963
Eastern Michigan,Miami (OH),0.023250553483067496
Eastern Michigan,Michigan,0.025204969825284376
Eastern Michigan,Michigan State,0.020133515586721804
Eastern Michigan,Middle Tennessee,0.02663030412304278
Eastern Michigan,Minnesota,0.022195101690389407
Eastern Michigan,Mississippi State,0.025069762410581245
Eastern Michigan,Missouri,0.025229955754196697
Eastern Michigan,Missouri State,0.027242776091730682
Eastern Michigan,NC State,0.02681357267099285
Eastern Michigan,Navy,0.01686620386962253
Eastern Michigan,Nebraska,0.027065435928599425
Eastern Michigan,Nevada,0.030429004114484227
Eastern Michigan,New Mexico,0.02909840526614794
Eastern Michigan,New Mexico State,0.02325820153081567
Eastern Michigan,North Carolina,0.02749933833853362
Eastern Michigan,North Dakota State,0.029914497802055753
Eastern Michigan,North Texas,0.024047774143117248
Eastern Michigan,Northern Illinois,0.024110791112556235
Eastern Michigan,Northwestern,0.023261532642902098
Eastern Michigan,Notre Dame,0.026583717367401016
Eastern Michigan,Ohio,0.015821611769602152
Eastern Michigan,Ohio State,0.023988919994307915
Eastern Michigan,Oklahoma,0.022723913378700045
Eastern Michigan,Oklahoma State,0.02976116674791877
Eastern Michigan,Old Dominion,0.020217423783462463
Eastern Michigan,Ole Miss,0.023125706530878816
Eastern Michigan,Oregon,0.03011017238575425
Eastern Michigan,Oregon State,0.02393826893129268
Eastern Michigan,Penn State,0.024210993503781742
Eastern Michigan,Pittsburgh,0.02152325104485426
Eastern Michigan,Purdue,0.02201821005785747
Eastern Michigan,Rice,0.023833657504151572
Eastern Michigan,Rutgers,0.02048475058423587
Eastern Michigan,SMU,0.020525006579711663
Eastern Michigan,Sacramento State,0.026474240640819612
Eastern Michigan,Sam Houston,0.026812472394760544
Eastern Michigan,San Diego State,0.022794931475784416
Eastern Michigan,San José State,0.028061561591817757
Eastern Michigan,South Alabama,0.02227103794793735
Eastern Michigan,South Carolina,0.01880336299247345
Eastern Michigan,South Florida,0.02451321629335583
Eastern Michigan,Southern Miss,0.026748888773513866
Eastern Michigan,Stanford,0.021083020137201425
Eastern Michigan,Syracuse,0.02875633149474714
Eastern Michigan,TCU,0.02018413399798005
Eastern Michigan,Temple,0.025964220254009147
Eastern Michigan,Tennessee,0.025754172410148574
Eastern Michigan,Texas,0.015511374797972556
Eastern Michigan,Texas A&M,0.021513212871168783
Eastern Michigan,Texas State,0.020510222385593937
Eastern Michigan,Texas Tech,0.01620866867398704
Eastern Michigan,Toledo,0.028577685877429176
Eastern Michigan,Troy,0.024145833981039748
Eastern Michigan,Tulane,0.022518980078193734
Eastern Michigan,Tulsa,0.02253940709934456
Eastern Michigan,UAB,0.024974111946632734
Eastern Michigan,UCF,0.01954109863907739
Eastern Michigan,UCLA,0.025397119113449704
Eastern Michigan,UConn,0.023211121415377577
Eastern Michigan,UL Monroe,0.021055985169278788
Eastern Michigan,UNLV,0.025205703169433304
Eastern Michigan,USC,0.019390851336229756
Eastern Michigan,UTEP,0.019178158461711697
Eastern Michigan,UTSA,0.022451287787667428
Eastern Michigan,Utah,0.021428417970772766
Eastern Michigan,Utah State,0.02246367330988278
Eastern Michigan,Vanderbilt,0.023965161720427484
Eastern Michigan,Virginia,0.025394744154692176
Eastern Michigan,Virginia Tech,0.02364644248846272
Eastern Michigan,Wake Forest,0.0212211675867701
Eastern Michigan,Washington,0.024927806125934267
Eastern Michigan,Washington State,0.023836657925278764
Eastern Michigan,West Virginia,0.01768519994134049
Eastern Michigan,Western Kentucky,0.020308235291849164
Eastern Michigan,Western Michigan,0.024076395492099258
Eastern Michigan,Wisconsin,0.026585651687871595
Eastern Michigan,Wyoming,0.019762068308135892
Florida,Air Force,0.0069589622886821675
Florida,Akron,0.013383120693059341
Florida,Alabama,0.007716685647228886
Florida,App State,0.011871126682320512
Florida,Arizona,0.012678272625963757
Florida,Arizona State,0.006598279585102668
Florida,Arkansas,0.013949938803664966
Florida,Arkansas State,0.011289754725874755
Florida,Army,0.01117431141003225
Florida,Auburn,0.011562078458811867
Florida,BYU,0.0050607784146022875
Florida,Ball State,0.0056967917294484735
Florida,Baylor,0.0014171962132955565
Florida,Boise State,0.006889162059689485
Florida,Boston College,0.008652402784216445
Florida,Bowling Green,0.012106625251961711
Florida,Buffalo,0.0105384581676852
Florida,California,0.0254788118152528
Florida,Central Michigan,0.006294282282625051
Florida,Charlotte,0.005101004232362251
Florida,Cincinnati,0.021311976932943268
Florida,Clemson,0.0039163284896536815
Florida,Coastal Carolina,0.005330319970788129
Florida,Colorado,0.00639950253988851
Florida,Colorado State,0.01239738449764559
Florida,Delaware,0.006498321661997628
Florida,Duke,0.01229194434993831
Florida,East Carolina,0.008419251876598092
Florida,Eastern Michigan,0.0052458807784907776
Florida,Florida Atlantic,0.02131979997297525
Florida,Florida International,0.004825314464021201
Florida,Florida State,0.009057681691506529
Florida,Fresno State,0.009332405301843405
Florida,Georgia,0.0075685957066109226
Florida,Georgia Southern,0.016302645185539946
Florida,Georgia State,0.009631400567647767
Florida,Georgia Tech,0.007667207225617418
Florida,Hawai'i,0.010146260677781335
Florida,Houston,0.009358059851748929
Florida,Illinois,0.012475416764555356
Florida,Indiana,0.01031145358371475
Florida,Iowa,0.005842310198377698
Florida,Iowa State,0.005385618781124139
Florida,Jacksonville State,0.00847549906277666
Florida,James Madison,0.004232821201444546
Florida,Kansas,0.009166937482923864
Florida,Kansas State,0.0013386957297168703
Florida,Kennesaw State,0.003840636303154815
Florida,Kent State,0.014519562130707946
Florida,Kentucky,0.010487755408012491
Florida,LSU,0.01071110051509516
Florida,Liberty,0.004948744961020493
Florida,Louisiana,0.007231794055465929
Florida,Louisiana Tech,0.009877430428680885
Florida,Louisville,0.013185708177121357
Florida,Marshall,0.011643703512247024
Florida,Maryland,0.004823890538586949
Florida,Massachusetts,0.009665846519130364
Florida,Memphis,0.03209350455105394
Florida,Miami,0.008302927649489604
Florida,Miami (OH),0.006717023490318054
Florida,Michigan,0.008832634247790763
Florida,Michigan State,0.008971649446139722
Florida,Middle Tennessee,0.010104621146632416
Florida,Minnesota,0.013583675685252492
Florida,Mississippi State,0.0049437100590925325
Florida,Missouri,0.0019764029975082465
Florida,Missouri State,0.005607724813203515
Florida,NC State,0.012629568204123122
Florida,Navy,0.014178733269321234
Florida,Nebraska,0.016028872070400012
Florida,Nevada,0.008657497604224032
Florida,New Mexico,0.005034520241156899
Florida,New Mexico State,0.005127933516085877
Florida,North Carolina,0.0038159492753770665
Florida,North Dakota State,0.007362674615954344
Florida,North Texas,0.02265049110687863
Florida,Northern Illinois,0.010052493398561131
Florida,Northwestern,0.008101626513239327
Florida,Notre Dame,0.008302939876433275
Florida,Ohio,0.008742231419139263
Florida,Ohio State,0.00506532020087708
Florida,Oklahoma,0.003329931944933601
Florida,Oklahoma State,0.012631842688593676
Florida,Old Dominion,0.008827319277685092
Florida,Ole Miss,0.01617071983584157
Florida,Oregon,0.02413030405253116
Florida,Oregon State,0.007476957325847837
Florida,Penn State,0.005905948178766255
Florida,Pittsburgh,0.006760765557109291
Florida,Purdue,0.004668773123665555
Florida,Rice,0.007083040325975689
Florida,Rutgers,0.015773837848144664
Florida,SMU,0.004038836609029753
Florida,Sacramento State,0.009682357255527456
Florida,Sam Houston,0.008793566030588429
Florida,San Diego State,0.014705760995055842
Florida,San José State,0.0049445717269339115
