games,seasons,correlation_lean_vs_result_against_line,ci_low,ci_high,mean_result_vs_line,row,quintile,mean_lean,beat_the_line_rate
3189,2021-2025,0.003959136490320825,-0.030596608657330722,0.0368403998212734,0.031044214487300093,overall,,,
638,,,,,-0.4408307210031348,quintile,1.0,-0.03279400726672994,0.47335423197492166
638,,,,,-0.05995297805642633,quintile,2.0,-0.01294787190857796,0.493730407523511
637,,,,,0.8897174254317112,quintile,3.0,-0.00020332469561756643,0.5023547880690737
638,,,,,-0.07484326018808778,quintile,4.0,0.013105003485180953,0.5078369905956113
638,,,,,-0.15752351097178682,quintile,5.0,0.03389996082880113,0.47962382445141066
